class,case,img,idx,conf,occ_hf,occ_cv,lime_hf,lime_cv,rise_hf,rise_cv
Impacted Tooth,TP,0694_jpg.rf.ece0173d26fc4f53daa4079e961d47c6.jpg,27,0.8329454064369202,0.1414950419527078,0.3989247311827957,0.3615488518685277,0.8634408602150537,0.9085365853658536,0.6408602150537634
Impacted Tooth,TP,0711_jpg.rf.9400d7d1c73565b9221171b9457b2082.jpg,28,0.9152122139930724,0.3073989321128909,1.0,0.2441514249255636,0.7121588089330024,0.9161585365853658,0.7456575682382134
Impacted Tooth,TP,0807_jpg.rf.32d1bea8b77d054ceb8f1a96b7b4c7e7.jpg,29,0.6587749719619751,0.2124332570556827,0.6654719235364397,0.3425,0.6547192353643967,0.8384146341463414,0.6571087216248507
Impacted Tooth,TP,0885_jpg.rf.9deddc2e027abf4c28e98241c57998e8.jpg,30,0.8174126148223877,0.1987032799389778,0.4771062271062271,0.2903587443946188,0.7115384615384616,0.8567073170731707,0.5146520146520146
Impacted Tooth,TP,0938_jpg.rf.476b1ea283c5ccbbddaa023eb40a46d8.jpg,31,0.9152953624725342,0.3623188405797101,0.9978991596638656,0.534423994546694,0.8235294117647058,0.7896341463414634,0.5441176470588235
Impacted Tooth,FP,0041_jpg.rf.45bc3049f99113cefd018e407df2415f.jpg,1,0.423499584197998,0.3089244851258581,0.8728448275862069,0.0,0.0,0.6371951219512195,0.4504310344827586
Impacted Tooth,FP,0068_jpg.rf.8d1f95a7bd401655c7768b48eb35add5.jpg,2,0.6634576916694641,0.137299771167048,0.3761755485893417,0.2222591362126245,0.6990595611285266,0.698170731707317,0.4785788923719958
Impacted Tooth,FP,0068_jpg.rf.8d1f95a7bd401655c7768b48eb35add5.jpg,3,0.32199427485466,0.1753717117804041,0.706605222734255,0.0,0.0,0.6341463414634146,0.6390168970814132
Impacted Tooth,FP,0068_jpg.rf.8d1f95a7bd401655c7768b48eb35add5.jpg,4,0.2599227428436279,0.0541571319603356,0.1584821428571428,0.2508464142813173,0.9095982142857144,0.3765243902439024,0.2756696428571428
Impacted Tooth,FP,0103_jpg.rf.a880b4c4b3b709f060808bf114dc93ca.jpg,5,0.4453380405902862,0.3146453089244851,0.5427631578947368,0.0,0.0,0.9984756097560976,0.4309210526315789
Impacted Tooth,FP,0111_jpg.rf.191a24265bb5b8fbce3ba012a675cf80.jpg,6,0.5011889934539795,0.2822273073989321,0.7847295864262991,0.0,0.0,0.7469512195121951,0.5196182396606575
Impacted Tooth,FP,0279_jpg.rf.f9fc5ccc0b96b00196e66140fb678fda.jpg,7,0.3709078729152679,0.3619374523264683,0.8473214285714286,0.0,0.0,0.6996951219512195,0.4098214285714285
Impacted Tooth,FP,0319_jpg.rf.865635b4814640d241d4ca2349d1db42.jpg,8,0.7696910500526428,0.1842105263157894,0.75,0.1245421245421245,0.5279503105590062,0.6341463414634146,0.6459627329192547
Impacted Tooth,FP,0366_jpg.rf.0eb606917baa0db4549b441970be2abc.jpg,9,0.2660661041736603,0.0721153846153846,0.2277039848197343,0.0,0.0,0.5076219512195121,0.3159392789373814
Impacted Tooth,FP,0694_jpg.rf.ece0173d26fc4f53daa4079e961d47c6.jpg,10,0.8023858666419983,0.0644546147978642,0.1631274131274131,0.4345029239766081,0.7171814671814671,0.6158536585365854,0.3899613899613899
Impacted Tooth,FP,0897_jpg.rf.22b238dcd924aa968ceb27dd30ed456e.jpg,11,0.7933611273765564,0.4927536231884058,0.9472140762463344,0.0744970092441544,0.1004398826979472,1.0,0.4809384164222874
Impacted Tooth,FP,0897_jpg.rf.22b238dcd924aa968ceb27dd30ed456e.jpg,12,0.7498071789741516,0.3916857360793288,0.5686600221483943,0.0,0.0,0.6798780487804879,0.2469545957918051
Impacted Tooth,FP,0922_jpg.rf.00711e3f9caf9ea81e2a0aeb94d54ced.jpg,13,0.5916049480438232,0.3257055682684973,0.4542553191489362,0.3523131672597864,0.5792553191489361,1.0,0.3489361702127659
Impacted Tooth,FN,0068_jpg.rf.8d1f95a7bd401655c7768b48eb35add5.jpg,1,0.0,0.0033340454101562,1.0,0.0033340454101562,1.0,0.0,0.0
Impacted Tooth,FN,0164_jpg.rf.b68fccb1be35095dc0411f28d42201a2.jpg,2,0.0,0.0035032242063492,0.2215686274509803,0.01556396484375,1.0,0.5972850678733032,0.1941176470588235
Impacted Tooth,FN,0481_jpg.rf.b2ecb150b2a86eba181ed234d7c2ef35.jpg,3,0.0,0.007781982421875,1.0,0.007781982421875,1.0,0.8201219512195121,0.5274509803921569
Impacted Tooth,FN,0624_jpg.rf.0ace2f1bc57e59ef2c1374d51cd5513e.jpg,4,0.0,0.4218154080854309,0.5642857142857143,0.01495361328125,1.0,0.1036585365853658,0.0346938775510204
Impacted Tooth,FN,0807_jpg.rf.32d1bea8b77d054ceb8f1a96b7b4c7e7.jpg,5,0.0,0.3019443385436523,1.0,0.00604248046875,1.0,0.0071090047393364,0.1212121212121212
Impacted Tooth,FN,0885_jpg.rf.9deddc2e027abf4c28e98241c57998e8.jpg,6,0.0,0.0022026431718061,0.2752688172043011,0.0070953369140625,1.0,0.5899390243902439,0.4161290322580645
Impacted Tooth,FN,0997_jpg.rf.0b8eb321c8d305e59a0fee63c5d88097.jpg,7,0.0,0.004156010230179,0.2659846547314578,0.0,0.0,1.0,0.4194373401534527
Implant,TP,0021_jpg.rf.0d2cd31b4786f6121d2241aa8c595bf9.jpg,1,0.8741831183433533,0.4557589626239511,0.6035353535353535,0.3884945834889802,0.5252525252525253,1.0,0.3313131313131313
Implant,TP,0021_jpg.rf.0d2cd31b4786f6121d2241aa8c595bf9.jpg,2,0.8573817014694214,0.3829138062547673,0.9296296296296296,0.2816957210776545,0.6583333333333333,0.8917682926829268,0.5416666666666666
Implant,TP,0035_jpg.rf.386d686c55e9347823a6e3e75af5152e.jpg,3,0.8128167986869812,0.2189168573607932,1.0,0.1439655172413793,0.872822299651568,0.5975609756097561,0.6829268292682927
Implant,TP,0035_jpg.rf.386d686c55e9347823a6e3e75af5152e.jpg,4,0.812606930732727,0.2562929061784897,1.0,0.1964285714285714,0.7529761904761905,0.551829268292683,0.5386904761904762
